case_id,description_complete
1990-11-01225,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] nan | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] ""0.3 < x < 0.8° (~lune, ~balle) ou """"Moyenne"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 2 axes de symétrie - Ovoïde | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2]  Engin | [Couleur] Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] ""2.2 < x < 6° ou """"Grande"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2]  Engin | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] ""2.2 < x < 6° ou """"Grande"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2]  Phénomène | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] ""2.2 < x < 6° ou """"Grande"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 1 axe de symétrie - Cylindrique | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Jaune, Ambre | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] ""0.3 < x < 0.8° (~lune, ~balle) ou """"Moyenne"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] nan | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] nan | [Forme 2] nan | [Couleur] Multicolore | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
1990-11-01225,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Il est 20 heures le 05 novembre 1990 lorsque les services de sécurité du CNES sont submergés d'appels en provenance de nombreuses brigades de Gendarmerie signalant un étrange phénomène lumineux ayant traversé une grande partie de la France vers 19 heures Durant plus d'une semaine, le SEPRA recevra de nombreux appels de témoins demandant des explications à propos """"d'un immense triangle lumineux"""" qui traversant le ciel Or, un témoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit"
